_id,title,text,query
"<dbpedia:Harmon,_Illinois>","Harmon, Illinois","Harmon is a village in Lee County, Illinois, United States. The population was 120 at the 2010 census, down from 149 at the 2000 census.","what county is harmony, il in"
"<dbpedia:Sublette,_Illinois>","Sublette, Illinois","Sublette is a village in Lee County, Illinois, United States. The population was 449 at the 2010 census, down from 456 at the 2000 census.  Sublette is notable as being home to the world's largest private camping resort, Woodhaven Lakes.","what county is sublette, il in?"
"<dbpedia:Lawrenceville,_Illinois>","Lawrenceville, Illinois","Lawrenceville is a city in Lawrence County, Illinois, along the Embarras River. The population was 4,348 at the 2010 census. It is the county seat of Lawrence County. Lawrenceville is located in southeast Illinois, northwest of Vincennes, Indiana.The city is home of the Lawrenceville ""Indians"", Illinois Class A high school state basketball champions in 1972, 1974, and back-to-back in 1982 and 1983, which had a combined two season win-loss record of 68-0.","where is lawrenceville, il located"
"<dbpedia:Cornell,_Illinois>","Cornell, Illinois","Cornell is a village in Livingston County, Illinois, United States. The population was 511 at the 2000 census.  It is a part of the geographic region known as Streatorland.",what county is cornell illinois in
"<dbpedia:Franklin_Grove,_Illinois>","Franklin Grove, Illinois","Franklin Grove is a village in Lee County, Illinois, United States. The population was 1,021 at the 2010 census, down from 1,052.",where is franklin grove il
"<dbpedia:Paw_Paw,_Illinois>","Paw Paw, Illinois","Paw Paw is a village in Lee County, Illinois, United States. As of the 2010 census, the village was home to 870 people, up from 852 at the 2000 census. It was settled in the mid 19th century and by 1878 the village had a railroad connection. Paw Paw is home to a house which is listed on the U.S. National Register of Historic Places and was the recipient of a 2005 federal grant to construct a water tower.",what county is paw paw il
"<dbpedia:Emington,_Illinois>","Emington, Illinois","Emington is a village in Livingston County, Illinois, United States. The population was 120 at the 2000 census, as of 2011 it is 117.","what county is emington, il in?"
"<dbpedia:Cullom,_Illinois>","Cullom, Illinois","Cullom is a village in Livingston County, Illinois, United States. The population was 563 at the 2000 census.",cullom il is in what county
"<dbpedia:Long_Point,_Illinois>","Long Point, Illinois","Long Point is a village in Livingston County, Illinois, United States. The population was 247 at the 2000 census.",long point il is in what county
"<dbpedia:Fairbury,_Illinois>","Fairbury, Illinois","Fairbury is a city in Livingston County, Illinois, United States. The population was 3,968 at the 2000 census.",where is fairbury illinois
"<dbpedia:Strawn,_Illinois>","Strawn, Illinois","Strawn is a village in Livingston County, Illinois, United States. The population was 100 at the 2010 census.",what county is straw il in?
"<dbpedia:Flanagan,_Illinois>","Flanagan, Illinois","Flanagan is a village in Livingston County, Illinois, United States. The population was 1,083 at the 2000 census. The local high school and grade school are both located within the village limits.",what county is flanagan il in?
"<dbpedia:Elkhart,_Illinois>","Elkhart, Illinois","Elkhart is a village in Logan County, Illinois, United States. The population was 443 at the 2000 census.","what county is elkhart, il"
"<dbpedia:Broadwell,_Illinois>","Broadwell, Illinois","For the township, see Broadwell Township, Logan County, Illinois.Broadwell is a village in Logan County, Illinois, United States. The population was 69 at the 2000 census.",where is broadwell illinois
"<dbpedia:Forrest,_Illinois>","Forrest, Illinois","Forrest is a village in Livingston County, Illinois, United States. The population was 1,225 at the 2000 census.",what county is forrest il
"<dbpedia:Chatsworth,_Illinois>","Chatsworth, Illinois","Chatsworth is an incorporated town in Livingston County, Illinois, United States. The population was 1,265 at the 2000 census.",what county is chatsworth illinois in
"<dbpedia:Odell,_Illinois>","Odell, Illinois","Odell is a village in Livingston County, Illinois, United States. The population was 1,014 at the 2000 census.",what county is odell il in?
"<dbpedia:Pontiac,_Illinois>","Pontiac, Illinois","Pontiac is a city in Livingston County, Illinois, United States. The population was 11,931 at the 2010 census. It is the county seat of Livingston County. The town is also the setting of the 1984 movie, Grandview, U.S.A.","what county is pontiac, il in?"
"<dbpedia:Hartsburg,_Illinois>","Hartsburg, Illinois","Hartsburg is a village in Logan County, Illinois, United States. The population was 314 at the 2010 census.",where is hartsburg il
"<dbpedia:Saunemin,_Illinois>","Saunemin, Illinois","Saunemin is a village in Livingston County, Illinois, United States. The population was 456 at the 2000 census.  It was named after a Kickapoo chief.",saunemin il is what county
"<dbpedia:Emden,_Illinois>","Emden, Illinois","Emden is a village in Logan County, Illinois, United States. The population was 485 at the 2010 census.  The village was named after Emden, Germany due to the large number of residents who immigrated to the area from villages along the River Ems[1]The first newspaper published in Emden was The Emden Star in 1893.",what county is emden il in
"<dbpedia:Middletown,_Illinois>","Middletown, Illinois","Middletown is a village in Logan County, Illinois, United States. The population was 324 at the 2010 census, down from 434 in 2000.",middletown is in what county
"<dbpedia:Latham,_Illinois>","Latham, Illinois","Latham is a village in Logan County, Illinois, United States. The population was 371 at the 2000 census.",where is latham il
"<dbpedia:Mount_Pulaski,_Illinois>","Mount Pulaski, Illinois","Mount Pulaski is a city in Logan County, Illinois, United States. The population was 1,701 at the 2000 census, and 1,577 at a 2009 estimate. It is the home of the Mount Pulaski Courthouse State Historic Site. The city is named in honor of Polish Revolutionary War hero Casimir Pulaski.",where is mt pulaski illinois
"<dbpedia:Atlanta,_Illinois>","Atlanta, Illinois","Atlanta (formerly Xenia) is a city in Logan County, Illinois, United States. The population was 1,692 at the 2010 census.",what county is atlanta in?
"<dbpedia:Oswego,_Illinois>","Oswego, Illinois","Oswego is a village in Kendall County, Illinois, United States. The village population, according to the 2010 census, is 30,355. Its population has more than doubled since the 2000 census count of 13,326. With that growth, Oswego is the largest municipality located completely within Kendall County.Oswego is known to some Chicago area residents for the town dragstrip, open from 1955 until 1979, where muscle cars were raced by drivers from all over the Midwest.",what county is oswego il in
"<dbpedia:Argenta,_Illinois>","Argenta, Illinois","Argenta is a village in Macon County, Illinois, United States, whose population was 940 at the 2012 census.  It is included in the Decatur, Illinois Metropolitan Statistical Area.",where is argenta illinois
"<dbpedia:Dixon,_Illinois>","Dixon, Illinois","Dixon is a city and county seat of Lee County, Illinois, United States.  The population was 15,733 as of the 2010 census, down from 15,941 at the 2000 census.  The city is named after its founder John Dixon, who operated a rope ferry service across Rock River, which runs through the city.  The Illinois General Assembly designated Dixon as ""Petunia Capital of Illinois"" in 1999 and ""The Catfish Capital of Illinois"" in 2009.Dixon is a regional employment hub.",what county is dixon il in
"<dbpedia:New_Holland,_Illinois>","New Holland, Illinois","New Holland is a village in Logan County, Illinois, United States. The population was 269 at the 2010 census, down from 318 in 2000.",what county is new holland illinois
"<dbpedia:Blue_Mound,_Illinois>","Blue Mound, Illinois","Blue Mound is a village in Macon County, Illinois, United States. The population was 1,129 at the 2000 census, and 1,017 at a 2009 estimate. It is included in the Decatur, Illinois Metropolitan Statistical Area.","what county is blue mound, il in?"
"<dbpedia:San_Jose,_Illinois>","San Jose, Illinois","San Jose /sæn ˈdʒoʊz/ is a village in Logan County and Mason counties, Illinois, United States, founded in 1858. The population was 642 at the 2010 census.",where is san jose illinois
"<dbpedia:Harristown,_Illinois>","Harristown, Illinois","Harristown is a village in Macon County, Illinois, United States whose population was 1,358 at the 2012 census. It is included in the Decatur, Illinois Metropolitan Statistical Area.",what county is harristown il
"<dbpedia:Forsyth,_Illinois>","Forsyth, Illinois","Forsyth is a village in Macon County, Illinois, United States whose population was 2,434 at the 2000 census, and 3,007 in 2009. It is included in the Decatur, Illinois Metropolitan Statistical Area pop. 109,456.",what county is forsyth il in
"<dbpedia:Mendota,_Illinois>","Mendota, Illinois","Mendota is a city located in north-central Illinois in LaSalle County, Illinois, United States.  The population was 7,372 at the 2010 census, and was estimated to be 7,327 by July 2013. It is the fifth largest city in LaSalle County and is part of the Ottawa-Peru, IL Micropolitan Statistical Area.  Mendota is located approximately 70 miles east of Moline, Illinois, and 55 miles south of Rockford, Illinois. The current mayor is David W. Boelk, an independent elected to a four-year term.","what county is mendota, il"
"<dbpedia:Lincoln,_Illinois>","Lincoln, Illinois","Lincoln is a city in Logan County, Illinois, United States. It is the only town in the United States that was named for Abraham Lincoln before he became president; he practiced law there from 1847 to 1859. First settled in the 1830s, Lincoln is home to three colleges and two prisons. The three colleges are Lincoln College, Lincoln Christian University, and Heartland Community College. It is also the home of the world's largest covered wagon.The population was 14,504 at the 2010 census.","where is lincoln, il located"
"<dbpedia:Sugar_Grove,_Illinois>","Sugar Grove, Illinois","Sugar Grove is a far west suburban Chicago village in Kane County, Illinois, United States. The population was 3,909 at the 2000 census. The population was 6,016 in the 2003 special census.  The population was 7,958 in the 2005 special census.  The 2010 census population is 8,997.",what county is sugar grove il in
"<dbpedia:Libertyville,_Illinois>","Libertyville, Illinois","Libertyville is a village in Lake County, Illinois, United States and an affluent northern suburb of Chicago. It is located 5 miles (8 km) west of Lake Michigan on the Des Plaines River. The 2010 census population was 20,315.",what county is libertyville il in?
"<dbpedia:Kankakee,_Illinois>","Kankakee, Illinois","Kankakee ([ˌkæŋkəˈki]) is a city in and the county seat of Kankakee County, Illinois, United States. The city's name is probably derived from the Miami-Illinois word teeyaahkiki, meaning: ""Open country/exposed land/land in open/land exposed to view,"" in reference to the area's prior status as a marsh. As of the 2010 census, the city population was 27,537.  Kankakee is a principal city of the Kankakee-Bourbonnais-Bradley Metropolitan Statistical Area, which includes all of Kankakee County.",what county is kankakee il
"<dbpedia:Chesterfield,_Illinois>","Chesterfield, Illinois","Chesterfield is a village in Macoupin County, Illinois, United States. The population was 223 at the 2000 census.",what county is chesterfield il in
"<dbpedia:Gillespie,_Illinois>","Gillespie, Illinois","Gillespie is a city in Macoupin County, Illinois, United States. The population was 3,412 at the 2000 census.",where is gillespie illinois
"<dbpedia:Palmyra,_Illinois>","Palmyra, Illinois","Palmyra is a village in Macoupin County, Illinois, United States. The population was 733 at the 2000 census.",what county is palmyra il
"<dbpedia:White_City,_Illinois>","White City, Illinois","White City is a village in Macoupin County, Illinois, United States. The population was 221 at the 2000 census.",what county is white city illinois in
"<dbpedia:Macon,_Illinois>","Macon, Illinois","Macon is a city in Macon County, Illinois, United States whose population was 1,213 at the 2000 census, and 1,128 at a 2009 estimate. It is included in the Decatur, Illinois Metropolitan Statistical Area.",what county is macon il
"<dbpedia:Grantfork,_Illinois>","Grantfork, Illinois","Grantfork is a village in Madison County, Illinois, United States. The population was 337 as of the 2010 census.",where is grantfork il
"<dbpedia:Sawyerville,_Illinois>","Sawyerville, Illinois","Sawyerville is a village in Macoupin County, Illinois, United States. As of the 2000 census, the village population was 295.",what county is sawyerville il in
"<dbpedia:Medora,_Illinois>","Medora, Illinois","Medora is a village in Macoupin County, Illinois, United States. The population was 501 at the 2000 census.",what county is medora il in
"<dbpedia:Royal_Lakes,_Illinois>","Royal Lakes, Illinois","Royal Lakes is a village in Macoupin County, Illinois, United States. The population was 190 at the 2000 census. A July 1, 2008 U.S. Census Bureau estimate placed the population at 184.",where is royal lakes il
"<dbpedia:Warrensburg,_Illinois>","Warrensburg, Illinois","Warrensburg is a village in Macon County, Illinois, United States whose population was 1,289 at the 2000 census, and 1,160 in 2009.It is included in the Decatur, Illinois Metropolitan Statistical Area.  Warrensburg was established in 1841.",where is warrensburg il
"<dbpedia:Rosewood_Heights,_Illinois>","Rosewood Heights, Illinois","Rosewood Heights is a census-designated place (CDP) in Madison County, Illinois, United States. The population was 4,038 at the 2010 census.","what county is rosewood heights, il"
"<dbpedia:Highland,_Illinois>","Highland, Illinois","Highland is a city in Madison County, Illinois, United States. The population was 9,919 at the 2010 census. Highland began as a Swiss settlement and derived its name from later German immigrants.Highland is a sister city of Sursee in Switzerland.Highland, because it is located in Madison County, Illinois, is a part of the Metro-East region of the Greater St. Louis metropolitan area.","what county is highland, il"
"<dbpedia:Standard_City,_Illinois>","Standard City, Illinois","Standard City is a village in Macoupin County, Illinois, USA. The population was 138 at the 2000 census.",where is standard city il
"<dbpedia:Maroa,_Illinois>","Maroa, Illinois","Maroa is a city in Macon County, Illinois, United States whose population was 1,654 at the 2000 census, and 1,565 at a 2009 estimate. It is included in the Decatur, Illinois Metropolitan Statistical Area.",what county is maroa il in?
"<dbpedia:Modesto,_Illinois>","Modesto, Illinois","Modesto is a village in Macoupin County, Illinois, United States. The population was 252 at the 2000 census.",where is moderatesto il
"<dbpedia:Scottville,_Illinois>","Scottville, Illinois","Scottville is a village in Macoupin County, Illinois, United States. The population was 140 at the 2000 census.",what county is scottville il
"<dbpedia:Dorchester,_Illinois>","Dorchester, Illinois","Dorchester is a village in Macoupin County, Illinois, United States. The population was 142 at the 2000 census.",what county is dorchester il in
"<dbpedia:Shipman,_Illinois>","Shipman, Illinois","Shipman is a village in Macoupin County, Illinois, United States. The population was 655 at the 2000 census.","what county is shipman, illinois in"
"<dbpedia:Hettick,_Illinois>","Hettick, Illinois","Hettick is a village in Macoupin County, Illinois, United States. The population was 182 at the 2000 census.",what county is hentick illinois in
"<dbpedia:Staunton,_Illinois>","Staunton, Illinois","Staunton is the second largest city in Macoupin County, Illinois, United States. As of the 2010 Census, the population was 5,139.",what county is staunton il
"<dbpedia:Oreana,_Illinois>","Oreana, Illinois","Oreana is a village in Macon County, Illinois, United States whose population was 866 at the 2012 census.It is included in the Decatur, Illinois Metropolitan Statistical Area.",what county is oreana il
"<dbpedia:Long_Creek,_Illinois>","Long Creek, Illinois","Long Creek is a village in Macon County, Illinois, United States whose population was 1,364 at the 2000 census, and 1,349 at a 2009 estimate. It is included in the Decatur, Illinois Metropolitan Statistical Area.",where is long creek
"<dbpedia:Collinsville,_Illinois>","Collinsville, Illinois","Collinsville is a city located mainly in Madison County, and partially in St. Clair County, both in Illinois. As of the 2010 census, the city had a population of 25,579, an increase from 24,707 in 2000. Collinsville is approximately 12 miles from St. Louis, Missouri and is considered part of that city's Metro-East area. It is the home of the Brooks Catsup Bottle Water Tower, the world's largest ketchup bottle, and is the world's horseradish capital.",what county is collinsville il
"<dbpedia:Eagarville,_Illinois>","Eagarville, Illinois","Eagarville is a village in Macoupin County, Illinois, United States. The population was 128 at the 2000 census.","what county is eagarville, il"
"<dbpedia:Mount_Clare,_Illinois>","Mount Clare, Illinois","Mount Clare is a village in Macoupin County, Illinois, United States. The population was 433 at the 2000 census.",what county is mt clare illinois in
"<dbpedia:Wilsonville,_Illinois>","Wilsonville, Illinois","Wilsonville is a village in Macoupin County, Illinois, United States. The population was 604 at the 2000 census.",what county is wilsonville illinois in
"<dbpedia:St._Jacob,_Illinois>","St. Jacob, Illinois","St. Jacob is a village in Madison County, Illinois, United States. The population was 1098 at the 2010 census.",where is saint jacob illinois
"<dbpedia:Madison,_Illinois>","Madison, Illinois","Madison is a city in Madison and St. Clair counties in the U.S. state of Illinois. The population was 3,891 at the 2010 census. It is home to Gateway International Raceway and the first Bulgarian Orthodox church in the United States.",what county is madison il located in
"<dbpedia:Virden,_Illinois>","Virden, Illinois","Virden is a city in Macoupin and Sangamon counties in the U.S. state of Illinois. The population was 3,488 at the 2000 census, and 3,338 at a 2009 estimate.The Macoupin County portion of Virden is part of the St. Louis, Missouri–Illinois Metropolitan Statistical Area, while the Sangamon County portion is part of the Springfield Metropolitan Statistical Area. Virden was the scene of an 1898 coal miners' strike, during which Mary Harris ""Mother"" Jones played a major role.",where is virden illinois
"<dbpedia:Troy,_Illinois>","Troy, Illinois","Troy is a city in Madison County, Illinois, United States. The population was 9,888 at the 2010 census.Troy is part of the St. Louis Metropolitan Statistical Area.  Its namesake in Lincoln County, Missouri is also part of this MSA, making it (along with the two O'Fallons in Illinois and Missouri) one of the few pairs of like-named municipalities to be part of the same MSA.",what county is troy illinois
"<dbpedia:Hartford,_Illinois>","Hartford, Illinois","Hartford is a village in Madison County, Illinois, United States, near the mouth of the Missouri River. The population was 1,429 at the 2010 census. Lewis and Clark spent the winter of 1803-1804 here, near what has been designated the Lewis and Clark State Historic Site.Hartford is the birthplace of actor Clint Walker, known for the television series Cheyenne and for the movies The Ten Commandments and The Dirty Dozen.",where is hartford il located
"<dbpedia:New_Douglas,_Illinois>","New Douglas, Illinois","New Douglas is a village in Madison County, Illinois, United States. The population was 319 at the 2010 census. It is a community that was centered on the local coal mines and farming in the early 1900s. When need for coal dropped in the 1950s the town fell back on its farming roots, mostly of corn and soybeans.",what county is new douglas illinois
"<dbpedia:East_Alton,_Illinois>","East Alton, Illinois","East Alton is a village in Madison County, Illinois, United States. The population was 6,301 at the 2010 census.","what county is east alton, il in"
"<dbpedia:Alhambra,_Illinois>","Alhambra, Illinois","Alhambra is a village in Madison County, Illinois, United States. The population was 681 at the 2010 census.Alhambra is part of the Metro-East region of the St. Louis, MO-IL Metropolitan Statistical Area.",what county is alhambra il in
"<dbpedia:Girard,_Illinois>","Girard, Illinois","Girard is a city in Macoupin County, Illinois, United States. The population was 2,245 at the 2000 census, and 2,152 at a 2009 estimate.","what county is girard, il in"
"<dbpedia:Bethalto,_Illinois>","Bethalto, Illinois","Bethalto is a village located in Madison County, Illinois, United States. Bethalto, like the rest of Madison County, is part of the Illinois Metro East portion of the Greater St. Louis metropolitan area. The population of Bethalto was 9,521 at the 2010 census.","where is betalto, il"
"<dbpedia:Maryville,_Illinois>","Maryville, Illinois","Maryville is a village in Madison County, Illinois, United States. The population was 7,487 at the 2010 census, an increase of 61.0% since the 2000 census.","what county is maryville, il in"
"<dbpedia:Venice,_Illinois>","Venice, Illinois","Venice is a city in Madison County, Illinois, United States. The population was 1,890 at the 2010 census.The Venice Power Station, a combustion turbine generator (CTG)-type Ameren power plant, is located in Venice.",what county is venice il in
"<dbpedia:Mount_Olive,_Illinois>","Mount Olive, Illinois","Mount Olive is a city in Macoupin County, Illinois, United States. The population was 2,150 at the 2000 census.",what county is mount olive illinois in
"<dbpedia:Niantic,_Illinois>","Niantic, Illinois","Niantic is a village in Macon County, Illinois, United States whose population was 699 at the 2012 census.It is included in the Decatur, Illinois Metropolitan Statistical Area.","what county is niantic, il in"
"<dbpedia:Pontoon_Beach,_Illinois>","Pontoon Beach, Illinois","Pontoon Beach is a village in Madison County, Illinois, United States. The population was 5,836 at the 2010 census.",what county is pontoon beach in
"<dbpedia:Bunker_Hill,_Illinois>","Bunker Hill, Illinois","Bunker Hill is a city in Macoupin County, Illinois, United States. The population was 1,801 at the 2000 census.",where is bunker hill illinois
"<dbpedia:East_Gillespie,_Illinois>","East Gillespie, Illinois","East Gillespie is a village in Macoupin County, Illinois,  United States. As of the 2010 census, the village had a total population of 270, up from 234 in 2000.",what county is gillespie illinois
"<dbpedia:Godfrey,_Illinois>","Godfrey, Illinois","Godfrey is a village in Madison County, Illinois, United States. The population was 17,982 at the 2010 census. Godfrey is located within the Greater St. Louis metropolitan area.","what county is godfrey, il"
"<dbpedia:Glen_Carbon,_Illinois>","Glen Carbon, Illinois","Glen Carbon is a village in Madison County, Illinois, United States, 19 miles (31 km) northeast of St. Louis. The population was 12,934 at the 2010 census.",where is glen carbon il
"<dbpedia:South_Roxana,_Illinois>","South Roxana, Illinois","South Roxana is a village in Madison County, Illinois, United States. The population was 2,053 at the 2010 census.",what county is south roxana illinois in
"<dbpedia:Hamel,_Illinois>","Hamel, Illinois","Hamel is a village in Madison County, Illinois, United States. The population was 816 at the 2010 census. It is a part of the Illinois Metro East portion of the Greater St. Louis metropolitan area.",where is hamel illinois
"<dbpedia:Alton,_Illinois>","Alton, Illinois","Alton is a city on the Mississippi River in Madison County, Illinois, United States, about 15 miles (24 km) north of St. Louis, Missouri. The population was 27,865 at the 2010 census. It is a part of the Metro-East region of the Greater St. Louis metropolitan area in Southern Illinois.",what county is alton il
"<dbpedia:Carlinville,_Illinois>","Carlinville, Illinois","Carlinville is a city in Macoupin County, Illinois, United States. As of the 2000 Census, the population was 5,685, and 5,912 at a 2009 estimate. It is the county seat of Macoupin County, and is an outlying part of the Metro-East region of the Greater St. Louis metropolitan area.Carlinville is also the home of Blackburn College, a small college affiliated with the Presbyterian church, and Prairie Farms Dairy.","what county is carlinville, il"
"<dbpedia:Marine,_Illinois>","Marine, Illinois","Marine is a village in Madison County, Illinois, United States. The population was 960 at the 2010 census.",marine is in what county
"<dbpedia:Nilwood,_Illinois>","Nilwood, Illinois","Nilwood is an incorporated town in Macoupin County, Illinois, United States. The population was 284 at the 2000 census.","what county is nilwood, il"
"<dbpedia:Livingston,_Illinois>","Livingston, Illinois","Livingston is a village in Madison County, Illinois, United States. The population was 858 at the 2010 census.",what county is livingston illinois in
"<dbpedia:Fairmont_City,_Illinois>","Fairmont City, Illinois","Fairmont City is a village in St. Clair and Madison counties, Illinois, United States. The population was 2,635 at the 2010 census.  In the 1990s Fairmont City's Hispanic population doubled, and it now has the highest percentage of Hispanics in the entire St. Louis Metropolitan area, with over 71% of the population of Hispanic descent.",population of fairmont city
"<dbpedia:Benld,_Illinois>","Benld, Illinois","Benld /bəˈnɛld/ is a city in Macoupin County, Illinois, United States. The population was 1,541 at the 2000 census. The name derives from founder Benjamin L. Dorsey (d.June 19, 1895).Dorsey was responsible for gaining the land on which the town was built and coal mining rights. When it came time to name the village, he took the combination of his first name and his middle and last initial.",what county is beld il in
"<dbpedia:Roxana,_Illinois>","Roxana, Illinois","Roxana is a village in Madison County, Illinois, United States. The population was 1,542 at the 2010 census.A majority of the land in Roxana is taken up by the Wood River ConocoPhillips oil refinery; the refinery was built and originally owned by Shell Oil.  As of December 2005, the refinery refines 306,000 barrels (48,700 m3) of oil per day to produce gasoline, jet fuel, diesel, asphalt, propane, and other products, and supplies part of the St.",what county is roxana il in
"<dbpedia:Mundelein,_Illinois>","Mundelein, Illinois","Mundelein is a village in Lake County, Illinois, United States and a northern suburb of Chicago. As of the 2010 census, the village population was 31,064. It is approximately thirty-five miles northwest of Chicago.",what county is mundelein illinois in
<dbpedia:David_Andrade>,David Andrade,"David Andrade (1859 – 1928) was an Australian anarchist.In May 1886, David Andrade, his brother Will and half a dozen others formed the Melbourne Anarchist Club (MAC), the first anarchist organisation in Australia. Andrade became the MAC secretary and one of its main propagandists. The MAC produced the journal Honesty. In a news agency at Brunswick, now an inner suburb of Melbourne, and later in Liberty Hall, Russell St.",who was david andrade
"<dbpedia:Edwardsville,_Illinois>","Edwardsville, Illinois","Edwardsville is a city in Madison County, Illinois, United States. As of the 2010 census, the city population was 24,293.  It is the county seat of Madison County and is the third oldest city in the State of Illinois. The city was named in honor of Ninian Edwards, then Governor of the Illinois Territory.Southern Illinois University Edwardsville, the Edwardsville Arts Center, the Edwardsville Journal, the Madison County Record, and the Edwardsville Intelligencer are located here.",where is edwardsville illinois
"<dbpedia:Long_Grove,_Illinois>","Long Grove, Illinois","Long Grove is a village in Lake County, Illinois, United States, approximately 35 miles (56 km) northwest of Chicago. As of the 2010 census, the village had a population of 8,043. The village has strict building ordinances to preserve its ""country atmosphere"".",what county is long grove il
"<dbpedia:Waukegan,_Illinois>","Waukegan, Illinois","Waukegan /wɔːˈkiːɡən/ is a city and the county seat of Lake County, Illinois, United States. As of the 2013 census estimate, the city had a population of 88,826. It is the ninth-largest city in Illinois by population. It is the fifth-largest city on the western shore of Lake Michigan, after Chicago, Milwaukee, Green Bay, and Kenosha.",what county is waukegan illinois in
"<dbpedia:Wood_River,_Illinois>","Wood River, Illinois","Wood River is a city in Madison County, Illinois, United States. The population is 10,424 according to the 2013 census estimate.",what county is wood river il in
"<dbpedia:Central_City,_Illinois>","Central City, Illinois","Central City is a village in Marion County, Illinois, United States. The population was 1,371 at the 2000 census.",what county is central city in
"<dbpedia:Patoka,_Illinois>","Patoka, Illinois","Patoka is a village in Marion County, Illinois, United States. The population was 633 at the 2000 census.",what county is patoka il in
"<dbpedia:Williamson,_Illinois>","Williamson, Illinois","Williamson is a village in Madison County, Illinois, United States. The population was 230 at the 2010 census.",where is williamson il
<dbpedia:Wonder_Woman>,Wonder Woman,"Wonder Woman is a fictional superhero appearing in American comic books published by DC Comics. The character is a warrior princess of the Amazons (based on the Amazons of Greek mythology) and is known in her homeland as Princess Diana of Themyscira. When outside her homeland, she is sometimes known by the secret identity Diana Prince. She is gifted with a wide range of superhuman powers and superior combat and battle skills.",what is wonder woman
"<dbpedia:Iuka,_Illinois>","Iuka, Illinois","Iuka is a village in Marion County, Illinois, United States. The population was 489 at the 2010 census, down from 598 in 2000.","what county is iuka, il in"
"<dbpedia:Alma,_Illinois>","Alma, Illinois","Alma (formerly Mound City, Rantoul) is a village incorporated in 1854 in Marion County, Illinois, United States. The population was 386 at the 2000 census.",what county is alma il
"<dbpedia:Vernon,_Illinois>","Vernon, Illinois","Vernon is a village in Marion County, Illinois, United States. The population was 178 at the 2000 census.","where is vernon, il"
"<dbpedia:Sandoval,_Illinois>","Sandoval, Illinois","Sandoval /sænˈdoʊvəl/ is a village in Marion County, Illinois, United States. The population was 1,434 at the 2000 census.",what county is sandoval il in
"<dbpedia:Kell,_Illinois>","Kell, Illinois","Kell is a village in Marion County, Illinois, United States. The population was 231 at the 2000 census.",kell illinois is in what county
"<dbpedia:Walnut_Hill,_Illinois>","Walnut Hill, Illinois","Walnut Hill is a village in Marion County, Illinois, United States. The population was 109 at the 2000 census.",what county is walnut hill il in
"<dbpedia:Henry,_Illinois>","Henry, Illinois","Henry is a city in Marshall County, Illinois, United States. The population was 2,464 at the 2010 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.",population of henry il
"<dbpedia:Mason_City,_Illinois>","Mason City, Illinois","Mason City is a city in Mason County, Illinois, United States. The population was 2,558 at the 2000 census, and 2,324 at a 2009 estimate.  Mason City was established in 1857.",what county is mason city illinois in
"<dbpedia:La_Rose,_Illinois>","La Rose, Illinois","La Rose is a village in Bell Plain Township, Marshall County, Illinois, United States. The population was 144 at the 2010 census, down from 159 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is la rose il in
"<dbpedia:Junction_City,_Illinois>","Junction City, Illinois","Junction City is a village in Marion County, Illinois, United States. The population was 559 at the 2000 census.","what county is junction city, il in"
"<dbpedia:Worden,_Illinois>","Worden, Illinois","Worden is a village in Madison County, Illinois, United States. The population was 1,044 at the 2010 census.",what county is worden il in?
"<dbpedia:Bardolph,_Illinois>","Bardolph, Illinois","Bardolph is a village in McDonough County, Illinois, United States. The population was 253 at the 2000 census.",population bardolph il
"<dbpedia:Wenona,_Illinois>","Wenona, Illinois","Wenona is a city in Marshall and LaSalle counties in the U.S. state of Illinois. The population was 1,056 at the 2010 census, down from 1,065 at the 2000 census.The Marshall County portion of Wenona is part of the Peoria Metropolitan Statistical Area, while the small portion that lies in LaSalle County is part of the Ottawa–Streator Micropolitan Statistical Area.",where is wenona il
"<dbpedia:Hopewell,_Illinois>","Hopewell, Illinois","For the township, see Hopewell Township, Marshall County, Illinois.Hopewell is a village in Marshall County, Illinois, United States. The population was 410 at the 2010 census, up from 396 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.",where is hopewell il
"<dbpedia:Sparland,_Illinois>","Sparland, Illinois","Sparland is a village in Marshall County, Illinois, United States. The population was 406 at the 2010 census, down from 504 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is sparland il
"<dbpedia:Decatur,_Illinois>","Decatur, Illinois","Decatur /dəˈkeɪtər/ is the largest city and the county seat of Macon County in the U.S. state of Illinois. The city was founded in 1829 and is located along the Sangamon River and Lake Decatur in Central Illinois. In 2013 the city population was 74,710.The city is home of private Millikin University and public Richland Community College.","what county is decatur, il"
"<dbpedia:Joppa,_Illinois>","Joppa, Illinois","Joppa is a village in Massac County, Illinois, along the Ohio River. The population was 409 at the 2000 census. It is part of the Paducah, KY-IL Micropolitan Statistical Area.",what county is joppa illinois
"<dbpedia:Forest_City,_Illinois>","Forest City, Illinois","Forest City is a village in Mason County, Illinois, United States. The population was 287 at the 2000 census.",where is forest city illinois
